VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
3252,"E & J GALLO WINERY",8214,"E & J Brandy VS",7.4,9.99,750,13491,99833.4,13834,138201.66,81987.93,10897.91,61966.91,38368.26,27.763,1.025,1.384
3960,"DIAGEO NORTH AMERICA INC",5399,"Goldschlager Cinnamon Schna",1.45,1.99,50,68776,99725.2,67863,135047.37,29052.01,3547.4,257032.07,35322.17,26.155,0.987,1.354
3960,"DIAGEO NORTH AMERICA INC",2751,"Johnnie Walker Black Label",15.99,19.99,375,6235,99697.65,5932,118580.68,78620.67,2326.3,257032.07,18883.03,15.924,0.951,1.189
480,"BACARDI USA INC",4233,"Castillo Silver Label Rum",7.87,9.99,1750,12637,99453.19,12287,153199.13,60793.65,22576.66,89286.27,53745.94,35.082,0.972,1.54
2242,"DELICATO VINEYARDS INC",39356,"Bota Box Chard Cal",11.56,17.99,3000,8600,99416,8498,156711.02,106342.52,3824.1,7982.65,57295.02,36.561,0.988,1.576
17035,"PERNOD RICARD USA",8822,"Absolut 80 Proof",1.46,1.99,50,67966,99230.36,67505,134334.95,29832.09,3530.07,123780.22,35104.59,26.132,0.993,1.354
3960,"DIAGEO NORTH AMERICA INC",3754,"Smirnoff Blueberry Vodka",8.79,10.99,750,11259,98966.61,11091,130426.09,80804.49,8737.17,257032.07,31459.48,24.121,0.985,1.318
12546,"JIM BEAM BRANDS COMPANY",3959,"Hornitos Black Barrel",18.24,24.99,750,5401,98514.24,4266,113048.34,85767.77,3362.76,123880.97,14534.1,12.857,0.79,1.148
3960,"DIAGEO NORTH AMERICA INC",3882,"Smirnoff Strawberry Vodka",8.79,10.99,750,11206,98500.74,11132,131052.68,85394.69,8770.13,257032.07,32551.94,24.839,0.993,1.33
1128,"BROWN-FORMAN CORP",1323,"Early Times",13.59,16.99,1750,7246,98473.14,7149,130518.51,77626.67,13138.73,68601.68,32045.37,24.552,0.987,1.325
1485,"CASTLE BRANDS CORP.",3667,"Boru Original Irish Vodka",13.13,17.99,1750,7467,98041.71,7573,136991.27,95707.16,13919.85,8497.59,38949.56,28.432,1.014,1.397
7245,"PROXIMO SPIRITS INC.",3808,"Three Olives Vodka",9.55,12.99,750,10260,97983,10975,146252.25,102478.33,8647.85,38994.78,48269.25,33.004,1.07,1.493
12546,"JIM BEAM BRANDS COMPANY",5254,"DeKuyper Buttershots Schnpps",7.35,9.99,750,13328,97960.8,13233,138526.67,89107.86,10424.96,123880.97,40565.87,29.284,0.993,1.414
480,"BACARDI USA INC",4247,"Bacardi Limon Rum",7.99,11.99,750,12250,97877.5,11778,133890.22,77062.16,9279.49,89286.27,36012.72,26.897,0.961,1.368
4425,"MARTIGNETTI COMPANIES",8781,"Rodney Strong Cab Svgn",10.32,15.99,750,9476,97792.32,9701,172021.99,81147.46,1080.96,144929.24,74229.67,43.151,1.024,1.759
7245,"PROXIMO SPIRITS INC.",8961,"Jose Cuervo Especial",1.12,1.49,50,87230,97697.6,85075,126761.75,24398.75,4453.14,38994.78,29064.15,22.928,0.975,1.297
9815,"WINE GROUP INC",31186,"Almaden Merlot Cal B/B",10.8,17.99,5000,9005,97254,8961,148332.39,100961.23,6720.75,27100.41,51078.39,34.435,0.995,1.525
7245,"PROXIMO SPIRITS INC.",3779,"Three Olives Cherry Vodka",9.35,12.99,750,10398,97221.3,10437,137643.63,81629.27,8220.89,38994.78,40422.33,29.367,1.004,1.416
660,"SAZERAC NORTH AMERICA INC.",3687,"Fleischmanns Royal Traveler",3.84,5.99,750,25265,97017.6,25125,132453.75,66755.48,19781.91,17932.33,35436.15,26.754,0.994,1.365
8112,"MOET HENNESSY USA INC",19270,"Veuve Clicquot Brut Yellow",16.44,24.99,375,5899,96979.56,5692,142243.08,72071.16,325.66,48347.26,45263.52,31.821,0.965,1.467
12546,"JIM BEAM BRANDS COMPANY",1249,"Jim Beam Apple",20.28,27.99,1750,4777,96877.56,4031,99189.69,73433.21,7409.91,123880.97,2312.13,2.331,0.844,1.024
3960,"DIAGEO NORTH AMERICA INC",2327,"Crown Royal Shot Glass VAP",17.55,22.99,750,5495,96437.25,5494,122173.06,60894.76,4326.58,257032.07,25735.81,21.065,1,1.267
2496,"DUGGANS DISTILLED PRODUCTS",1734,"Duggans Dew O Kirkintilloch",17.45,21.99,1750,5526,96428.7,5007,109021.93,76770.77,9204.22,939.27,12593.23,11.551,0.906,1.131
8664,"STOLI GROUP,(USA) LLC",3689,"Stolichnaya Vanil",12.77,16.99,750,7541,96298.57,7506,135817.94,90804.03,5914.27,18544.49,39519.37,29.097,0.995,1.41
12546,"JIM BEAM BRANDS COMPANY",4679,"Courvoisier VS Cognac",8.63,13.49,375,11158,96293.54,10896,133127.04,69215.39,4276.89,123880.97,36833.5,27.668,0.977,1.383
3960,"DIAGEO NORTH AMERICA INC",1623,"Bulleit 95 Rye",10.07,14.99,375,9542,96087.94,9104,131243.96,86686.37,3570.25,257032.07,35156.02,26.787,0.954,1.366
4425,"MARTIGNETTI COMPANIES",523,"Castello Del Poggio Moscato",7.09,10.49,750,13546,96041.14,13022,130455.78,57271.34,1452.39,144929.24,34414.64,26.38,0.961,1.358
8004,"SAZERAC CO INC",5033,"Fireball Cinnamon Whisky",12.97,16.99,1000,7402,96003.94,6389,114938.11,62803.09,6708.45,50293.62,18934.17,16.473,0.863,1.197
6785,"PALM BAY INTERNATIONAL INC",44719,"Cavit Prosecco Lunetta",6.89,9.99,750,13908,95826.12,14860,151205.4,50648.21,1661.66,13605.41,55379.28,36.625,1.068,1.578
1392,"CONSTELLATION BRANDS INC",31231,"Nobilo Svgn Bl MarlborougH",6.49,11.99,750,14753,95746.97,14617,157501.83,58512.41,1633.12,79528.99,61754.86,39.209,0.991,1.645
8112,"MOET HENNESSY USA INC",2893,"Glenmorangie Quinta Ruban",39.67,54.99,750,2410,95604.7,2300,122300,102183.81,1814.2,48347.26,26695.3,21.828,0.954,1.279
3960,"DIAGEO NORTH AMERICA INC",2499,"Crown Royal Black",21.53,29.99,750,4429,95356.37,4262,122377.38,95100.93,3360.52,257032.07,27021.01,22.08,0.962,1.283
98450,"Serralles Usa LLC",4145,"Don Q Cristal Rum",12.68,19.99,1750,7518,95328.24,7799,132505.01,83811.67,14334.04,856.02,37176.77,28.057,1.037,1.39
1587,"VINEYARD BRANDS INC",31320,"La Vieille Ferme Rose Vntoux",4.69,6.99,750,20314,95272.66,19987,145815.63,46506.69,2236.41,6070.09,50542.97,34.662,0.984,1.531
1392,"CONSTELLATION BRANDS INC",6420,"R M Woodbridge Chard Cal",3.18,7.99,750,29951,95244.18,29537,171189.35,43943.59,3309.59,79528.99,75945.17,44.363,0.986,1.797
8892,"TRINCHERO FAMILY ESTATES",10957,"Seaglass Svgn Bl Snt Barbara",6.12,8.99,750,15556,95202.72,15576,145958.24,65577.02,1737.14,11595.97,50755.52,34.774,1.001,1.533
17035,"PERNOD RICARD USA",4628,"Martell Cordon Bleu",79.99,104.99,750,1190,95188.1,999,110015.01,52445.29,786.81,123780.22,14826.91,13.477,0.839,1.156
4425,"MARTIGNETTI COMPANIES",14930,"Yellow Tail Moscato",5.93,9.99,1500,16029,95051.97,15732,154020.92,69332.24,3523.22,144929.24,58968.95,38.286,0.981,1.62
1590,"DIAGEO CHATEAU ESTATE WINES",8921,"Sterling Cab Svgn",11.45,18.99,750,8288,94897.6,8484,162549,74429.87,945.71,7259.75,67651.4,41.619,1.024,1.713
9165,"ULTRA BEVERAGE COMPANY LLP",24419,"Bonterra Mendocino Org Chard",6.74,11.99,750,14077,94878.98,13263,148890.37,63013.5,1479.54,68054.7,54011.39,36.276,0.942,1.569
8112,"MOET HENNESSY USA INC",8223,"Dom Chandon Blanc de Noir C",10.36,13.99,750,9153,94825.08,9247,139587.53,53285.14,7281.44,48347.26,44762.45,32.068,1.01,1.472
9815,"WINE GROUP INC",14342,"Cupcake Pnt Nr",4.6,6.99,750,20592,94723.2,18940,142812.6,53676.38,2115.77,27100.41,48089.4,33.673,0.92,1.508
1392,"CONSTELLATION BRANDS INC",6960,"Cooks Brut",4.6,6.99,750,20550,94530,19968,147959.32,42587.75,2236.23,79528.99,53429.32,36.111,0.972,1.565
9552,"M S WALKER INC",38457,"Smoking Loon Pnt Nr",4.59,6.79,750,20576,94443.84,18799,143160.21,48802.2,2102.49,55551.82,48716.37,34.029,0.914,1.516
9819,"TREASURY WINE ESTATES",8700,"Beringer Knights Vly Cab Svg",16.52,31.99,750,5682,93866.64,4961,137281.11,66637.45,552.67,14836.57,43414.47,31.625,0.873,1.463
17035,"PERNOD RICARD USA",3457,"Olmeca Altos Plata Tequila",22.38,34.99,1750,4187,93705.06,4162,146813.38,111210.49,7651.02,123780.22,53108.32,36.174,0.994,1.567
3924,"HEAVEN HILL DISTILLERIES",3660,"Deep Eddy Ruby Red Vodka",21.05,27.99,1750,4447,93609.35,3875,100757.25,67247.19,7121.98,14069.87,7147.9,7.094,0.871,1.076
4425,"MARTIGNETTI COMPANIES",10236,"Layer Cake Malbec Mendoza",7.81,14.99,750,11985,93602.85,12944,178565.6,80862.05,1443.76,144929.24,84962.75,47.581,1.08,1.908
17035,"PERNOD RICARD USA",8184,Kahlua,1.55,1.99,50,60365,93565.75,59842,119085.58,31366.38,3118.99,123780.22,25519.83,21.43,0.991,1.273
6213,"MHW LTD",8398,"Casamigos Blanco",33.33,46.99,750,2803,93423.99,2907,144663.93,107728.4,2291.86,9621.58,51239.94,35.42,1.037,1.548
3960,"DIAGEO NORTH AMERICA INC",8898,"Yukon Jack",18.83,25.99,1750,4944,93095.52,4910,127610.9,87716.25,9025.26,257032.07,34515.38,27.047,0.993,1.371
3960,"DIAGEO NORTH AMERICA INC",2476,"Crown Royal Maple Whisky",16.79,22.99,750,5543,93066.97,6614,157718.86,107038.31,5213.19,257032.07,64651.89,40.992,1.193,1.695
3924,"HEAVEN HILL DISTILLERIES",3863,"Evan Williams Honey Reserve",15.5,24.99,1750,6003,93046.5,5537,117859.63,83491.11,10177.72,14069.87,24813.13,21.053,0.922,1.267
17035,"PERNOD RICARD USA",3201,"Plymouth Gin",21.96,29.99,750,4226,92802.96,4142,124822.58,84819.88,3264.34,123780.22,32019.62,25.652,0.98,1.345
1128,"BROWN-FORMAN CORP",5297,"Southern Comfort",10.76,13.99,750,8616,92708.16,8010,115819.9,65972.66,6309.77,68601.68,23111.74,19.955,0.93,1.249
516,"BANFI PRODUCTS CORP",18347,"Banfi Pnt Grigio San Angelo",8.58,14.99,750,10798,92646.84,10202,156530.98,71506.63,1137.06,8510.41,63884.14,40.812,0.945,1.69
4425,"MARTIGNETTI COMPANIES",28856,"Seghesio Znfdl Sonoma",11.45,19.99,750,8085,92573.25,7099,148531.85,70874.51,790.82,144929.24,55958.6,37.674,0.878,1.604
660,"SAZERAC NORTH AMERICA INC.",2783,"Lauders Scotch",10.06,14.99,1750,9191,92461.46,9159,137384.41,79631.07,16831.57,17932.33,44922.95,32.699,0.997,1.486
1392,"CONSTELLATION BRANDS INC",3220,"Svedka Clementine Vodka",14.72,18.99,1750,6272,92323.84,5609,108114.91,75140.11,10309.53,79528.99,15791.07,14.606,0.894,1.171
3252,"E & J GALLO WINERY",34427,"Frei Bros RSV Cab Svgn Alex",13.81,21.99,750,6685,92319.85,5774,119405.58,65796.9,641.87,61966.91,27085.73,22.684,0.864,1.293
12546,"JIM BEAM BRANDS COMPANY",361,"Effen Cucumber Vodka",14.28,19.99,750,6458,92220.24,6292,132057.08,88348.26,4957.83,123880.97,39836.84,30.166,0.974,1.432
9165,"ULTRA BEVERAGE COMPANY LLP",18013,"Cecchi Sangiovese",4.69,7.99,750,19643,92125.67,19741,153620.59,55814.15,2206.73,68054.7,61494.92,40.03,1.005,1.668
3960,"DIAGEO NORTH AMERICA INC",8440,"Bailey's Espresso Creme",14.72,18.99,750,6255,92073.6,5692,115722.08,77717.91,4485.55,257032.07,23648.48,20.436,0.91,1.257
660,"SAZERAC NORTH AMERICA INC.",5367,"Sambuca di Amore",5.83,9.99,750,15786,92032.38,15699,146209.51,70905.96,12361.37,17932.33,54177.13,37.054,0.994,1.589
480,"BACARDI USA INC",1330,"Grey Goose Glass Pack",38.27,49.99,1750,2403,91962.81,2690,136831.1,59877.29,4943.32,89286.27,44868.29,32.791,1.119,1.488
1128,"BROWN-FORMAN CORP",405,"Jack Daniels & Coke",28.45,36.99,1750,3232,91950.4,3235,120414.65,50068.56,5944.14,68601.68,28464.25,23.639,1.001,1.31
9165,"ULTRA BEVERAGE COMPANY LLP",32831,"Carpineto Dogajolo Tuscan Rd",6.75,11.99,750,13610,91867.5,16312,181998.88,74581.79,1820.83,68054.7,90131.38,49.523,1.199,1.981
3252,"E & J GALLO WINERY",11957,"Souverain Cab Svgn N Cst",9.93,14.99,750,9246,91812.78,9185,110650.75,56664.55,1022.48,61966.91,18837.97,17.025,0.993,1.205
8664,"STOLI GROUP,(USA) LLC",3487,"Stolichnaya Blueberi",12.77,16.99,750,7187,91777.99,7122,130139.78,89081.33,5611.81,18544.49,38361.79,29.477,0.991,1.418
1128,"BROWN-FORMAN CORP",62,"Herradura Silver Tequila",28.67,36.99,750,3200,91744,3125,119863.75,90154.51,2463.18,68601.68,28119.75,23.46,0.977,1.307
17035,"PERNOD RICARD USA",22019,"Mumm Napa Brut Rose",9.73,14.99,750,9424,91695.52,9803,167619.57,72758.61,1093.66,123780.22,75924.05,45.295,1.04,1.828
2242,"DELICATO VINEYARDS INC",44334,"Noble Vines 337 Cab Svgn",7.84,11.99,750,11671,91500.64,11622,142137.78,61009.45,1296.41,7982.65,50637.14,35.625,0.996,1.553
3252,"E & J GALLO WINERY",7716,"Andre Brut",3.79,5.99,750,24130,91452.7,23971,140239.79,34153.77,2686.98,61966.91,48787.09,34.788,0.993,1.533
1587,"VINEYARD BRANDS INC",8018,"La Vieille Ferme Red Ventoux",4.6,6.99,750,19854,91328.4,19622,141699.28,41103.32,2196.06,6070.09,50370.88,35.548,0.988,1.552
12546,"JIM BEAM BRANDS COMPANY",1397,"Jim Beam Kentucky Fire",10.76,16.99,750,8484,91287.84,8220,122786.3,87668.31,6478.12,123880.97,31498.46,25.653,0.969,1.345
2561,"EDRINGTON AMERICAS",2522,"The Macallan 10 Yr Fine Oak",36.92,47.99,750,2466,91044.72,2336,117841.64,95408.1,1842.27,9654.5,26796.92,22.74,0.947,1.294
3252,"E & J GALLO WINERY",16806,"Apothic Winemakers White",5.3,9.99,750,17166,90979.8,16757,147400.08,59058.71,1871.29,61966.91,56420.28,38.277,0.976,1.62
3960,"DIAGEO NORTH AMERICA INC",4390,"Ron Zacapa 23 Yr Old Rum",33.33,45.99,750,2721,90690.93,2627,117983.73,92277.48,2071.12,257032.07,27292.8,23.133,0.965,1.301
6213,"MHW LTD",5221,"RumChata Liqueur",8.59,11.99,375,10557,90684.63,10355,122543.95,75001.14,4063.01,9621.58,31859.32,25.998,0.981,1.351
3924,"HEAVEN HILL DISTILLERIES",4382,"Admiral Nelson Spiced Rum",10.44,13.99,1750,8686,90681.84,8561,122358.39,66565.83,15732.31,14069.87,31676.55,25.888,0.986,1.349
1392,"CONSTELLATION BRANDS INC",2117,"Black Velvet Traveler",5.88,8.99,750,15415,90640.2,15292,129924.08,87257.53,12047.21,79528.99,39283.88,30.236,0.992,1.433
1128,"BROWN-FORMAN CORP",8910,"Finlandia Vodka",0.77,0.99,50,117443,90431.11,116112,114950.88,15089.58,6087.7,68601.68,24519.77,21.331,0.989,1.271
11567,"CAMPARI AMERICA",3515,"Skyy Infusions Citrus Vodka",15.5,19.99,1750,5821,90225.5,5974,121365.26,83154.21,10980.06,20964.81,31139.76,25.658,1.026,1.345
8150,"SEA HAGG DISTILLERY LLC",3598,"Ice Pik Vodka",10.21,13.99,750,8830,90154.3,7884,106611.16,51258.2,6209.58,935.52,16456.86,15.436,0.893,1.183
8004,"SAZERAC CO INC",3899,"Platinum 7X Distilled Vodka",2.2,2.99,375,40916,90015.2,40782,162720.18,62275.92,16036.49,50293.62,72704.98,44.681,0.997,1.808
1392,"CONSTELLATION BRANDS INC",6647,"Estancia Chard",4.99,8.99,750,18021,89924.79,18847,163534.03,56577.51,2107.74,79528.99,73609.24,45.012,1.046,1.819
1392,"CONSTELLATION BRANDS INC",6938,"Vendange Chard",4.69,9.99,1500,19157,89846.33,18819,150520.81,55724.6,4223.37,79528.99,60674.48,40.31,0.982,1.675
8004,"SAZERAC CO INC",5297,"Southern Comfort",10.76,13.99,750,8334,89673.84,8807,123209.93,67040.08,6937.11,50293.62,33536.09,27.219,1.057,1.374
8004,"SAZERAC CO INC",5296,"Southern Comfort 100 Proof",21.01,28.99,1750,4262,89544.62,3448,99957.52,68793.27,6337.64,50293.62,10412.9,10.417,0.809,1.116
9552,"M S WALKER INC",3041,"Zhenka Pink Lemonade Vodka",5.83,9.99,1750,15351,89496.33,15317,140309.83,58415.63,28145.59,55551.82,50813.5,36.215,0.998,1.568
3924,"HEAVEN HILL DISTILLERIES",5165,"Hpnotiq Liqueur",13.33,19.99,750,6713,89484.29,6594,126652.06,91046.62,5196.92,14069.87,37167.77,29.346,0.982,1.415
17035,"PERNOD RICARD USA",3584,"Absolut Raspberri",12.49,16.99,750,7164,89478.36,7178,126690.22,93176.25,5657.63,123780.22,37211.86,29.372,1.002,1.416
3252,"E & J GALLO WINERY",8189,"Camarena Silver Tequila",25.59,31.99,1750,3490,89309.1,4279,136885.21,102112.08,7866.39,61966.91,47576.11,34.756,1.226,1.533
3960,"DIAGEO NORTH AMERICA INC",3820,"Smirnoff Citrus Vodka",13.33,22.99,1750,6699,89297.67,6719,138642.81,95962.61,12350.25,257032.07,49345.14,35.592,1.003,1.553
9819,"TREASURY WINE ESTATES",39146,"Matua Svgn Bl Marlboro",6.53,9.99,750,13672,89278.16,13573,157800.27,60797.2,1516.23,14836.57,68522.11,43.423,0.993,1.768
4425,"MARTIGNETTI COMPANIES",42874,"Decoy by Duckhorn Red Sonoma",11.38,21.99,750,7835,89162.3,7259,137588.81,61867.19,809.38,144929.24,48426.51,35.197,0.926,1.543
12546,"JIM BEAM BRANDS COMPANY",4686,"Courvoisier VS Cognac",42.96,54.99,1750,2075,89142,2026,108205.74,76588.74,3724.35,123880.97,19063.74,17.618,0.976,1.214
12546,"JIM BEAM BRANDS COMPANY",4410,"Cruzan Mango Flavored Rum",7.93,9.99,750,11240,89133.2,11304,113891.96,66591.9,8904.17,123880.97,24758.76,21.739,1.006,1.278
9165,"ULTRA BEVERAGE COMPANY LLP",24829,"Cecchi Chianti Classico",7.53,11.99,750,11824,89034.72,11502,133815.98,62216.02,1281.95,68054.7,44781.26,33.465,0.973,1.503
8112,"MOET HENNESSY USA INC",39523,"Cloudy Bay Svgn Bl Marlboro",15.53,22.99,750,5728,88955.84,5508,132992.92,52307.43,615.05,48347.26,44037.08,33.112,0.962,1.495
7245,"PROXIMO SPIRITS INC.",2951,"Old Bushmills Irish Whiskey",28.78,39.99,1750,3087,88843.86,3135,129456.65,100769.63,5763.89,38994.78,40612.79,31.372,1.016,1.457
2242,"DELICATO VINEYARDS INC",42462,"Gnarly Head Old Vine Znfdl",6.89,9.99,750,12885,88777.65,12592,125609.92,58040.13,1403.37,7982.65,36832.27,29.323,0.977,1.415
7239,"REMY COINTREAU USA INC",2280,"The Botanist Islay Dry Gin",27.4,36.99,750,3239,88748.6,2662,99373.38,78847.89,2098.84,16978.67,10624.78,10.692,0.822,1.12
1392,"CONSTELLATION BRANDS INC",38850,"Ravenswood Vntrs Bl Cab Svgn",4.65,7.99,750,19075,88698.75,19025,143317.35,49594.87,2126.93,79528.99,54618.6,38.11,0.997,1.616
12546,"JIM BEAM BRANDS COMPANY",8673,"Skinnygirl Margarita",7.87,9.99,750,11267,88671.29,11256,122034.44,64475.4,8864.37,123880.97,33363.15,27.339,0.999,1.376
480,"BACARDI USA INC",2628,"Dewars Special RSV 12-Yr",23.43,31.99,750,3780,88565.4,3547,112630.53,89305.95,2796.87,89286.27,24065.13,21.366,0.938,1.272
8004,"SAZERAC CO INC",3218,"Firefly Sweet Tea Vodka",10.23,12.99,750,8654,88530.42,8548,114734.52,71182.96,6734.35,50293.62,26204.1,22.839,0.988,1.296
9819,"TREASURY WINE ESTATES",19636,"Ch St Jean Chard Sonoma Cst",7.99,11.99,750,11075,88489.25,9905,118760.95,50310.04,1105.46,14836.57,30271.7,25.49,0.894,1.342
1587,"VINEYARD BRANDS INC",7302,"Marques de Caceres Rioja Re",6.42,10.99,750,13777,88448.34,13085,147412.15,63660.19,1459.61,6070.09,58963.81,39.999,0.95,1.667
8352,"LUXCO INC",2132,"Lord Calvert Canadian",10.23,12.99,1750,8644,88428.12,8581,113264.19,44604.24,15766.71,10261.6,24836.07,21.928,0.993,1.281
660,"SAZERAC NORTH AMERICA INC.",4626,"Meukow VS Cognac",11.19,24.49,750,7898,88378.62,7521,131418.29,56810.57,5924.01,17932.33,43039.67,32.75,0.952,1.487
9552,"M S WALKER INC",12213,"Evodia Garnacha Old Vine",5.29,8.99,750,16697,88327.13,16723,145025.77,58239.72,1867.85,55551.82,56698.64,39.096,1.002,1.642
3664,"WILLIAM GRANT & SONS INC",1228,"Glenfiddich Ancient RSV 18",69.76,95.99,750,1263,88106.88,1130,112533.7,92510.72,891.23,30234.42,24426.82,21.706,0.895,1.277
17035,"PERNOD RICARD USA",859,"Beefeater Gin",17.29,22.99,1000,5093,88057.97,5006,116057.94,77401.63,5256.3,123780.22,27999.97,24.126,0.983,1.318
4425,"MARTIGNETTI COMPANIES",24996,"Lincourt Steel Chard",6.84,9.99,750,12861,87969.24,11985,119730.15,43186.77,1339.68,144929.24,31760.91,26.527,0.932,1.361
3252,"E & J GALLO WINERY",2152,"New Amsterdam Gin",7.19,9.99,750,12182,87588.58,12030,128623.7,86822.93,9478.42,61966.91,41035.12,31.903,0.988,1.468
660,"SAZERAC NORTH AMERICA INC.",8370,"Chi Chi's Margarita",5.71,8.99,1750,15333,87551.43,15303,130515.97,68211.88,28118.53,17932.33,42964.54,32.919,0.998,1.491
3960,"DIAGEO NORTH AMERICA INC",3609,"Smirnoff Vanilla Vodka",0.74,0.99,50,118058,87362.92,116244,115081.56,16830.99,6090.3,257032.07,27718.64,24.086,0.985,1.317
480,"BACARDI USA INC",4229,"Bacardi Black",14.7,19.99,1750,5924,87082.8,6010,128167.9,88506.71,11047.4,89286.27,41085.1,32.056,1.015,1.472
660,"SAZERAC NORTH AMERICA INC.",1479,"Ten High",9.22,11.99,1750,9433,86972.26,9380,131845.7,71548.14,17236.21,17932.33,44873.44,34.035,0.994,1.516
1128,"BROWN-FORMAN CORP",63,"Herradura Reposado Tequila",30.46,38.99,750,2855,86963.3,2778,112249.22,88553.1,2190.45,68601.68,25285.92,22.527,0.973,1.291
17035,"PERNOD RICARD USA",3085,"Absolut Mini Bar 5/50mls",4.72,5.99,50,18419,86937.68,17072,123563.28,57312.26,878.97,123780.22,36625.6,29.641,0.927,1.421
17035,"PERNOD RICARD USA",3591,"Absolut Vanilia",13.48,16.99,750,6448,86919.04,6334,112144.66,76639.8,4992.09,123780.22,25225.62,22.494,0.982,1.29
12546,"JIM BEAM BRANDS COMPANY",2696,"McClelland Highland Sgl Malt",25.19,37.99,1750,3439,86628.41,3420,125199.8,99736.79,6287.9,123880.97,38571.39,30.808,0.994,1.445
4425,"MARTIGNETTI COMPANIES",12994,"Acrobat Pnt Gris Oregon",8.16,12.99,750,10611,86585.76,9170,110585.18,46819.68,1023.41,144929.24,23999.42,21.702,0.864,1.277
9165,"ULTRA BEVERAGE COMPANY LLP",3762,"Patron Silver Tequila",4.61,5.99,50,18781,86580.41,18313,109694.87,48123.66,944.29,68054.7,23114.46,21.072,0.975,1.267
7153,"PINE STATE TRADING CO",6499,"Kinky Liqueur",12.68,17.99,750,6812,86376.16,6986,122534.14,88311.68,5505.87,15884.82,36157.98,29.508,1.026,1.419
12546,"JIM BEAM BRANDS COMPANY",2986,"Hibiki Harmony Japan Whiskey",51.96,65.99,750,1659,86201.64,1557,106710.43,73637.26,1227.03,123880.97,20508.79,19.219,0.939,1.238
3924,"HEAVEN HILL DISTILLERIES",1178,"Evan Williams Black Label B",7.83,10.99,750,10989,86043.87,10892,120257.58,84328.24,8583.25,14069.87,34213.71,28.45,0.991,1.398
17035,"PERNOD RICARD USA",1876,"Midleton Rare Irish Whiskey",106.61,149.99,750,806,85927.66,578,88949.22,76365.04,456.06,123780.22,3021.56,3.397,0.717,1.035
1590,"DIAGEO CHATEAU ESTATE WINES",12147,"Sterling Vintners CA Meritag",5.26,7.95,750,16333,85911.58,14830,127382.74,51165.42,1656.36,7259.75,41471.16,32.556,0.908,1.483
12546,"JIM BEAM BRANDS COMPANY",5725,"DeKuyper Sour Apple Pucker",7.4,10.99,750,11600,85840,11478,119485.22,79422.83,9042.88,123880.97,33645.22,28.158,0.989,1.392
7245,"PROXIMO SPIRITS INC.",2952,"Old Bushmills",14.61,18.99,750,5875,85833.75,5782,132962.18,103538.05,4558.62,38994.78,47128.43,35.445,0.984,1.549
9552,"M S WALKER INC",3768,"Jenkins Vodka",3.62,5.99,750,23649,85609.38,23532,126608.68,50898.27,18530.65,55551.82,40999.3,32.383,0.995,1.479
3960,"DIAGEO NORTH AMERICA INC",4241,"Capt Morgan Spiced Rum",1.47,1.99,50,58226,85592.22,59308,118022.92,26584.41,3096.97,257032.07,32430.7,27.478,1.019,1.379
8673,"STE MICHELLE WINE ESTATES",42766,"14 Hands Merlot Wash",5.85,8.95,750,14624,85550.4,14989,148235.97,62541.83,1672.92,15919.7,62685.57,42.288,1.025,1.733
8352,"LUXCO INC",1692,"Everclear 151",13.4,19.99,750,6382,85518.8,6318,120334.32,89709.97,4980.06,10261.6,34815.52,28.932,0.99,1.407
1392,"CONSTELLATION BRANDS INC",3133,"Svedka Strwbry Lemonad Vodka",8.79,10.99,750,9724,85473.96,10307,116701.93,69941.41,8119.86,79528.99,31227.97,26.759,1.06,1.365
6359,"OLE SMOKY DISTILLERY LLC",1738,"Ole Smoky Moonshine Cherries",14.72,19.99,750,5806,85464.32,5732,109616.68,78397.15,4517.96,1922,24152.36,22.033,0.987,1.283
3252,"E & J GALLO WINERY",23273,"Apothic Crush",6.45,9.99,750,13196,85114.2,11932,108390.36,38600.39,1334.44,61966.91,23276.16,21.474,0.904,1.273
2242,"DELICATO VINEYARDS INC",13708,"Bota Box Cab Svgn",11.33,17.99,3000,7507,85054.31,7493,138489.07,101689.14,3371.85,7982.65,53434.76,38.584,0.998,1.628
