VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio
1392,"CONSTELLATION BRANDS INC",22326,"Saved Red",13.42,19.99,750,861,11554.62,650,13218.5,7625.25,72.25,79528.99,1663.88,12.588,0.755,1.144
4425,"MARTIGNETTI COMPANIES",25282,"Ransom Sweet Vermouth",12.49,18.99,500,925,11553.25,758,14312.42,11942.7,59.5,144929.24,2759.17,19.278,0.819,1.239
3252,"E & J GALLO WINERY",8907,"Carlo Rossi Burgundy Calif",4.63,6.99,1500,2495,11551.85,2479,17328.21,12218.52,551.22,61966.91,5776.36,33.335,0.994,1.5
28776,"TALL SHIP DISTILLERY LLC",4121,"Tall Ship Appledore Rum",22.21,27.99,750,520,11549.2,522,14610.78,12399.57,411.9,259.9,3061.58,20.954,1.004,1.265
3252,"E & J GALLO WINERY",27176,"Peter Vella Delicious Red B/",9.2,13.99,5000,1255,11546,1225,18362.75,13461.02,918.75,61966.91,6816.75,37.123,0.976,1.59
2242,"DELICATO VINEYARDS INC",22087,"Juxtapoz Red North Cst",13.79,21.99,750,837,11542.23,940,14328.6,9509.74,104.21,7982.65,2786.37,19.446,1.123,1.241
9552,"M S WALKER INC",41062,"Martin Ray Cab Svgn Napa",11.91,17.99,750,969,11540.79,972,17574.28,11443.67,107.81,55551.82,6033.49,34.331,1.003,1.523
4425,"MARTIGNETTI COMPANIES",35646,"D'Arenberg Footbolt Shiraz",11.61,18.99,750,994,11540.34,958,18186.42,12055.65,106.11,144929.24,6646.08,36.544,0.964,1.576
8892,"TRINCHERO FAMILY ESTATES",33210,"Sycamore Lane Cab Svgn Cal",5.74,8.49,1500,2010,11537.4,1953,16580.97,3947.85,438.93,11595.97,5043.57,30.418,0.972,1.437
3924,"HEAVEN HILL DISTILLERIES",5286,"Rosita Triple Sec",2.93,3.99,1000,3936,11532.48,3933,15692.67,5733.63,4129.65,14069.87,4160.19,26.51,0.999,1.361
8112,"MOET HENNESSY USA INC",43784,"Newton Claret Napa",11.56,16.99,750,996,11513.76,834,14427.16,8087.34,92.63,48347.26,2913.4,20.194,0.837,1.253
1587,"VINEYARD BRANDS INC",13895,"Mohua Pinot Noir",10.27,16.99,750,1121,11512.67,1072,17722.28,10712.53,118.9,6070.09,6209.61,35.038,0.956,1.539
4692,"KOBRAND CORPORATION",34947,"M Chiarlo Moscato D'Asti Ni",6.28,11.49,375,1831,11498.68,1814,19764.86,8916.39,102.91,9139.38,8266.18,41.823,0.991,1.719
9552,"M S WALKER INC",4833,"Plantation Original Dark Rum",10.78,17.99,750,1066,11491.48,1319,19081.81,13967.44,1039.75,55551.82,7590.33,39.778,1.237,1.661
4425,"MARTIGNETTI COMPANIES",16264,"Il Poggione Brunlo d Montlcn",53.68,79.99,750,214,11487.52,180,14398.2,7679.04,20.04,144929.24,2910.68,20.216,0.841,1.253
10754,"PERFECTA WINES",44292,"Woop Woop Shiraz",8.38,12.99,750,1370,11480.6,1402,18732.98,11091.72,155.63,28720.52,7252.38,38.715,1.023,1.632
7153,"PINE STATE TRADING CO",4326,"Rumson's Coffee Rum",22.38,33.99,750,512,11458.56,732,16023.68,8144.28,576.83,15884.82,4565.12,28.49,1.43,1.398
28750,"SMOKY QUARTZ DISTILLERY LLC",3815,"Solid Granite Vodka",21.53,27.99,750,532,11453.96,417,11671.83,9936.45,329.09,342.65,217.87,1.867,0.784,1.019
9552,"M S WALKER INC",19531,"Claude Riffault Les Boucauds",15.03,22.99,750,762,11452.86,773,18033.27,11428.11,85.71,55551.82,6580.41,36.49,1.014,1.575
105,"ALTAMAR BRANDS LLC",8412,"Tequila Ocho Plata Fresno",35.71,49.99,750,320,11427.2,307,15346.93,12947.41,242.15,62.39,3919.73,25.541,0.959,1.343
3252,"E & J GALLO WINERY",28736,"Turning Leaf RSV Pnt Grigio",4.1,5.99,750,2785,11418.5,2847,17053.53,9092.82,316.6,61966.91,5635.03,33.043,1.022,1.494
3252,"E & J GALLO WINERY",18593,"Barefoot Bubbly Red Moscato",6.53,9.99,750,1747,11407.91,1658,16563.42,10929.06,183.79,61966.91,5155.51,31.126,0.949,1.452
90010,"VINEXTRA INC",20674,"Tolaini Al Passo Toscana",17.23,24.99,750,662,11406.26,640,15993.6,10645.74,70.93,524.94,4587.34,28.682,0.967,1.402
4425,"MARTIGNETTI COMPANIES",25281,"Ransom Dry Vermouth",12.92,18.99,500,881,11382.52,645,12185.55,10477.45,50.79,144929.24,803.03,6.59,0.732,1.071
5992,"MCCORMICK DISTILLING CO",1575,"Tarantula & Margarita Mix",12.97,16.99,750,877,11374.69,861,12186.39,8790.8,678.69,1567.85,811.7,6.661,0.982,1.071
10754,"PERFECTA WINES",17433,"Vino Pnt Grigio",7.79,11.99,750,1460,11373.4,1160,13264.4,9487.7,128.28,28720.52,1891,14.256,0.795,1.166
3252,"E & J GALLO WINERY",24817,"Mirassou Pnt Nr",13.1,18.99,1500,868,11370.8,738,13309.62,9107.95,164.31,61966.91,1938.82,14.567,0.85,1.171
9165,"ULTRA BEVERAGE COMPANY LLP",46785,"Oops Spicy Splendr Carmenere",5.86,8.99,750,1938,11356.68,1910,16159.9,9520.8,211.98,68054.7,4803.22,29.723,0.986,1.423
7239,"REMY COINTREAU USA INC",1860,"Bruichladdich Islay Barley",46.15,59.99,750,246,11352.9,257,16857.43,12078.16,202.68,16978.67,5504.53,32.653,1.045,1.485
4425,"MARTIGNETTI COMPANIES",2326,"Michter's 10 YO Bourbon",95.99,119.99,750,118,11326.82,110,13198.9,5279.56,86.63,144929.24,1872.08,14.184,0.932,1.165
10754,"PERFECTA WINES",37310,"Salmon Run Coho Red NY",6.75,9.99,750,1678,11326.5,1723,18300.77,9269.28,191.6,28720.52,6974.27,38.109,1.027,1.616
3252,"E & J GALLO WINERY",31501,"Barefoot Wh Znfdl Cal",7.53,10.99,1500,1501,11302.53,1431,15420.57,7568.77,320.35,61966.91,4118.04,26.705,0.953,1.364
4425,"MARTIGNETTI COMPANIES",23660,"Chapoutier Bel Cotes Rhn Ros",8.55,12.99,750,1318,11268.9,1361,17679.39,8196.69,151.65,144929.24,6410.49,36.26,1.033,1.569
516,"BANFI PRODUCTS CORP",10715,"C Y Toro Privada Rsv Casa Di",9.14,14.99,750,1232,11260.48,1186,17018.14,11298.16,131.39,8510.41,5757.66,33.832,0.963,1.511
9552,"M S WALKER INC",36511,"Yalumba Y Series Viognier",7.94,13.99,750,1418,11258.92,1507,18574.93,10887.18,167.21,55551.82,7316.01,39.386,1.063,1.65
9165,"ULTRA BEVERAGE COMPANY LLP",3128,"Ocean Organic Vodka",4.64,5.99,50,2425,11252,2118,12686.82,5259.22,109.46,68054.7,1434.82,11.31,0.873,1.128
9552,"M S WALKER INC",6721,"Piccini Chianti",10.95,15.99,1500,1027,11245.65,1084,18759.16,14223.78,240.68,55551.82,7513.51,40.052,1.056,1.668
12546,"JIM BEAM BRANDS COMPANY",806,"DeKuyper Peachtree Schnapps",10.39,12.99,1000,1082,11241.98,1083,14068.17,8794.23,1137.15,123880.97,2826.19,20.089,1.001,1.251
6215,"MOONLIGHT MEADERY",17350,"Moonlight Meadery Sensual",9.45,13.99,375,1189,11236.05,1064,14885.36,12185.29,62.42,365.61,3649.31,24.516,0.895,1.325
9165,"ULTRA BEVERAGE COMPANY LLP",23389,"Opici Fish Bottle Bianco",7.53,13.99,750,1492,11234.76,1672,19611.28,14003.06,184.98,68054.7,8376.52,42.713,1.121,1.746
10754,"PERFECTA WINES",24798,"The Pinot Project Pnt Nr",8.38,12.99,750,1340,11229.2,1247,16918.53,8557.66,138.75,28720.52,5689.33,33.628,0.931,1.507
8352,"LUXCO INC",5277,"Arrow Sloe Gin",6.05,7.99,750,1855,11222.75,1763,14086.37,11050.17,1390.4,10261.6,2863.62,20.329,0.95,1.255
10754,"PERFECTA WINES",23996,"Ch Muraires Cd Provence Rose",12.9,19.99,750,869,11210.1,781,15612.19,8075.96,86.8,28720.52,4402.09,28.196,0.899,1.393
2000,"SOUTHERN WINE & SPIRITS NE",20160,"F Coppola Sophia Chard",10.27,15.99,750,1091,11204.57,1066,16653.34,10779.1,118.18,19016.59,5448.77,32.719,0.977,1.486
660,"SAZERAC NORTH AMERICA INC.",775,"Barton Light Rum",4.56,6.29,1000,2456,11199.36,2427,15265.83,2371.33,2548.35,17932.33,4066.47,26.638,0.988,1.363
90046,"CANDIA VINEYARDS",18534,"Candia Vyds Black Ice",18.79,27.99,375,596,11198.84,553,15478.47,11168.01,32.23,194.13,4279.63,27.649,0.928,1.382
4425,"MARTIGNETTI COMPANIES",13552,"Merry Edwards Pnt Nr Sonoma",31.72,45.99,750,353,11197.16,385,17706.15,10025.82,42.76,144929.24,6508.99,36.761,1.091,1.581
3252,"E & J GALLO WINERY",19451,"Souverain Svgn Bl No Coast",6.84,11.99,750,1635,11183.4,1576,17868.24,12385.05,174.39,61966.91,6684.84,37.412,0.964,1.598
1392,"CONSTELLATION BRANDS INC",24458,"Franciscan Magnificat Red",26.52,38.99,750,421,11164.92,459,18536.41,10084.47,51.01,79528.99,7371.49,39.768,1.09,1.66
9552,"M S WALKER INC",13709,"Jam Jar Sweet Shiraz",6.75,9.99,750,1654,11164.5,1639,16939.61,9444.88,182.16,55551.82,5775.11,34.092,0.991,1.517
2000,"SOUTHERN WINE & SPIRITS NE",27932,"Marc Bredif Vouvray",11.99,17.99,750,931,11162.69,915,16979.85,11657.72,101.2,19016.59,5817.16,34.259,0.983,1.521
9552,"M S WALKER INC",44106,"Carmel Road Unoaked Chard Mo",9.86,14.99,750,1132,11161.52,1006,15242.94,8500.39,111.86,55551.82,4081.42,26.776,0.889,1.366
4425,"MARTIGNETTI COMPANIES",23275,"Black Ink Red Wine",7.09,11.99,750,1574,11159.66,1457,15844.43,10140.69,161.6,144929.24,4684.77,29.567,0.926,1.42
10000,"MAJESTIC FINE WINES",21369,"Kendall Jackson Grand Pnt Nr",14.76,24.99,750,755,11143.8,730,16914.7,11000.23,80.84,17587.59,5770.9,34.118,0.967,1.518
10754,"PERFECTA WINES",24580,"Mt Beautiful Pnt Nr",12.25,21.99,750,909,11135.25,658,12902.42,8625.61,72.93,28720.52,1767.17,13.696,0.724,1.159
8673,"STE MICHELLE WINE ESTATES",24297,"Motto Cab Svgn Backbone",7.43,10.99,750,1498,11130.14,1264,13996.36,8184.58,140.38,15919.7,2866.22,20.478,0.844,1.258
10754,"PERFECTA WINES",20253,"Round Pond Est Cab Svgn K&K",16.66,27.99,750,668,11128.88,476,12792.24,6393.69,52.98,28720.52,1663.36,13.003,0.713,1.149
1601,"VRANKEN AMERICA",21526,"Listel Grain de Gris Rose",6.66,9.99,750,1671,11128.86,1625,16160.75,7543.41,181.08,1048.97,5031.89,31.136,0.972,1.452
3960,"DIAGEO NORTH AMERICA INC",2898,"Scoresby Rare",6.01,7.99,750,1849,11112.49,2479,18507.21,12597.37,1953.67,257032.07,7394.72,39.956,1.341,1.665
3252,"E & J GALLO WINERY",36539,"Liberty Creek Prem RSV Chard",5.33,7.99,1500,2077,11070.41,1810,12587.9,5538.19,405.68,61966.91,1517.49,12.055,0.871,1.137
17035,"PERNOD RICARD USA",32900,"Sandeman Tawny 40-Yr Port",58.82,99.99,750,188,11058.16,159,17702.41,14630.69,17.52,123780.22,6644.25,37.533,0.846,1.601
7153,"PINE STATE TRADING CO",27331,"Hahn Chard Monterey",7.89,12.99,750,1401,11053.89,1421,17464.79,9943.9,157.79,15884.82,6410.9,36.708,1.014,1.58
1392,"CONSTELLATION BRANDS INC",18449,"R Mondavi Heritage Red",4.53,7.99,750,2439,11048.67,2156,18394.44,10245.01,239.53,79528.99,7345.77,39.935,0.884,1.665
4848,"LAIRD & CO",1895,"Senators Club",5.07,6.99,1000,2178,11042.46,2208,15433.92,3508.98,2318.4,1043.69,4391.46,28.453,1.014,1.398
90046,"CANDIA VINEYARDS",18535,"Candia Vyds Ice Storm",19.17,27.99,375,576,11041.92,574,16066.26,12259.62,33.5,194.13,5024.34,31.273,0.997,1.455
7153,"PINE STATE TRADING CO",21799,"Ch Lafite Rothschild 10 Brdx",1103.44,1599.99,750,10,11034.4,12,19199.88,9599.94,1.35,15884.82,8165.48,42.529,1.2,1.74
3252,"E & J GALLO WINERY",35670,"Redwood Creek Svgn Bl Cal",7.33,10.99,1500,1505,11031.65,1585,17100.15,10333.41,353.6,61966.91,6068.5,35.488,1.053,1.55
2000,"SOUTHERN WINE & SPIRITS NE",26947,"Ferrari-Carano Merlot",13.72,20.99,750,804,11030.88,820,17467.8,10926.85,90.85,19016.59,6436.92,36.85,1.02,1.584
2000,"SOUTHERN WINE & SPIRITS NE",20762,"Lamole Chianti Clsco Racolto",10.95,18.99,750,1005,11004.75,892,16741.08,11864.67,98.63,19016.59,5736.33,34.265,0.888,1.521
7153,"PINE STATE TRADING CO",15290,"Backhouse Pnt Nr",3.99,5.99,750,2758,11004.42,2760,18226.4,9901.08,306.81,15884.82,7221.98,39.624,1.001,1.656
2000,"SOUTHERN WINE & SPIRITS NE",17209,"The Divining Rod Cab Svgn",11.03,15.99,750,997,10996.91,1046,16901.54,12164.47,115.67,19016.59,5904.63,34.935,1.049,1.537
2242,"DELICATO VINEYARDS INC",16431,"HandCraft Artisan Coll Cab S",6.12,9.99,750,1789,10948.68,2624,26039.76,12768,291.97,7982.65,15091.08,57.954,1.467,2.378
9165,"ULTRA BEVERAGE COMPANY LLP",14632,"Dom Serene Evenstad 11 Pnt N",36.12,56.99,750,303,10944.36,284,16964.16,8849.52,31.6,68054.7,6019.8,35.485,0.937,1.55
3960,"DIAGEO NORTH AMERICA INC",1195,"Baileys Pumpkin Spice",0.74,0.99,50,14721,10893.54,14677,14530.23,1087.02,770.02,257032.07,3636.69,25.028,0.997,1.334
6785,"PALM BAY INTERNATIONAL INC",17101,"Trimbach Gewurztraminer",12.74,18.99,750,855,10892.7,860,16062.4,10825.2,95.17,13605.41,5169.7,32.185,1.006,1.475
17035,"PERNOD RICARD USA",25557,"Kenwood Cab Svgn Sonoma",9.8,14.99,750,1111,10887.8,1025,16100.75,8649.49,113.95,123780.22,5212.95,32.377,0.923,1.479
3664,"WILLIAM GRANT & SONS INC",2410,"Tullamore Dew Phoenix",39.99,54.99,750,272,10877.28,210,11097.9,8578.38,165.63,30234.42,220.62,1.988,0.772,1.02
9744,"FREDERICK WILDMAN & SONS",8242,"Folonari Soave Dry White",7.99,14.99,1500,1360,10866.4,1484,20555.16,9398.19,331.94,3999.93,9688.76,47.135,1.091,1.892
9815,"WINE GROUP INC",26395,"Trapiche Cab Svgn Oak Cask",3.94,8.99,750,2757,10862.58,2990,24491.1,12481.75,332.56,27100.41,13628.52,55.647,1.085,2.255
3960,"DIAGEO NORTH AMERICA INC",2354,"Rhetoric 21Yr Bourbon",77.51,99.99,750,140,10851.4,140,13998.6,9999,110.29,257032.07,3147.2,22.482,1,1.29
8920,"TAKARA SAKE USA INC",33446,"Takara Sake Sho Chiku Bai G",4.06,6.29,300,2672,10848.32,2593,16309.97,4591.7,114.14,232.99,5461.65,33.487,0.97,1.503
9552,"M S WALKER INC",45604,"Latour 12 Cuvee Bourg Rouge",13.07,19.99,750,830,10848.1,1799,35962.01,17351.32,200.28,55551.82,25113.91,69.835,2.167,3.315
480,"BACARDI USA INC",5317,"B & B Liqueur Dom",2.46,3.29,50,4401,10826.46,4368,14370.72,8076.95,222.71,89286.27,3544.26,24.663,0.993,1.327
4848,"LAIRD & CO",19336,"Moletto Prosecco",2.71,3.99,187,3991,10815.61,3877,15469.23,3838.38,109.81,1043.69,4653.62,30.083,0.971,1.43
4425,"MARTIGNETTI COMPANIES",34971,"Jermann Pinot Grigio Venezi",16.66,26.99,750,649,10812.34,618,16667.82,8462.86,68.73,144929.24,5855.48,35.13,0.952,1.542
12546,"JIM BEAM BRANDS COMPANY",350,"Courvoisier VS Gift Pak",18.1,24.99,750,597,10805.7,623,14372.77,8799.19,490.98,123880.97,3567.07,24.818,1.044,1.33
4425,"MARTIGNETTI COMPANIES",13795,"Yellow Tail Tree Free Chard",6.45,9.99,1500,1675,10803.75,1709,18490.91,10356.06,381.86,144929.24,7687.16,41.573,1.02,1.712
6213,"MHW LTD",1067,"Absente  Glass & Spoon Pack",9.02,11.99,100,1197,10796.94,959,11498.41,4400.33,100.26,9621.58,701.47,6.101,0.801,1.065
516,"BANFI PRODUCTS CORP",12140,"Natura Valle Svgn Bl Casabla",5.91,9.99,750,1821,10762.11,1851,17887.49,9434.25,205.77,8510.41,7125.38,39.834,1.016,1.662
8673,"STE MICHELLE WINE ESTATES",28223,"Ch Ste Michelle Canoe Rdge C",10.38,15.99,750,1036,10753.68,989,16602.11,10995.46,109.6,15919.7,5848.43,35.227,0.955,1.544
6785,"PALM BAY INTERNATIONAL INC",2543,"Darnley's View Gin",18.89,23.99,750,569,10748.41,661,15213.39,12438.61,521.42,13605.41,4464.98,29.349,1.162,1.415
480,"BACARDI USA INC",4959,"Bacardi Tangerine",0.71,0.99,50,15096,10718.16,17575,17399.25,5420.25,913.7,89286.27,6681.09,38.399,1.164,1.623
9552,"M S WALKER INC",21271,"Kentia Albarino Rias Baixas",9.2,13.99,750,1163,10699.6,1128,16298.72,11156.29,124.92,55551.82,5599.12,34.353,0.97,1.523
9552,"M S WALKER INC",24772,"3 Ball Znfdl",8.78,15.99,750,1218,10694.04,1060,14312.4,8829.45,117.69,55551.82,3618.36,25.281,0.87,1.338
1392,"CONSTELLATION BRANDS INC",29477,"R Mondavi Pvt Sel Rsl",4.75,7.99,750,2249,10682.75,2377,21031.23,11053.48,264.61,79528.99,10348.48,49.205,1.057,1.969
10754,"PERFECTA WINES",46582,"Grayson Cellars Pnt Nr Cntrl",6.84,15.99,750,1556,10643.04,1316,16481.84,9427.65,146.24,28720.52,5838.8,35.426,0.846,1.549
7245,"PROXIMO SPIRITS INC.",3137,"Three Olives Blueberry Vodka",0.76,0.99,50,13996,10636.96,17118,16946.82,4639.14,892.1,38994.78,6309.86,37.233,1.223,1.593
9165,"ULTRA BEVERAGE COMPANY LLP",37817,"Frescobaldi Chianti Castigln",8.66,12.99,750,1228,10634.48,1181,15423.19,9015.1,131.1,68054.7,4788.71,31.049,0.962,1.45
4425,"MARTIGNETTI COMPANIES",26239,"Sokol Blosser Rose of Pnt Nr",12.58,18.99,750,845,10630.1,810,15381.9,8146.71,90.04,144929.24,4751.8,30.892,0.959,1.447
1392,"CONSTELLATION BRANDS INC",40483,"Drylands Svgn Bl Marlboro",10.2,14.99,750,1042,10628.4,1026,15815.74,9557.84,113.9,79528.99,5187.34,32.799,0.985,1.488
3960,"DIAGEO NORTH AMERICA INC",8676,"Barterhouse Bourbon",53.95,74.99,750,197,10628.15,235,17622.65,11773.43,185.19,257032.07,6994.5,39.69,1.193,1.658
6785,"PALM BAY INTERNATIONAL INC",33987,"Cavit Cab Svgn",6.53,14.99,1500,1627,10624.31,1717,18346.51,10936.44,383.36,13605.41,7722.2,42.091,1.055,1.727
10754,"PERFECTA WINES",39774,"Merriam Cab Svgn Dry Creek",18.11,29.99,750,586,10612.46,518,14383.82,8469.95,57.5,28720.52,3771.36,26.219,0.884,1.355
516,"BANFI PRODUCTS CORP",13779,"Banfi Centine Rose Toscana",6.49,9.99,750,1635,10611.15,1402,14138.98,7871.19,155.83,8510.41,3527.83,24.951,0.857,1.332
9165,"ULTRA BEVERAGE COMPANY LLP",9256,"Don Ramon Silver Tequila",22.05,35.99,750,481,10606.05,589,18548.11,15029.19,464.66,68054.7,7942.06,42.819,1.225,1.749
4425,"MARTIGNETTI COMPANIES",16727,"Bitch Grenache Aragon",9.33,13.99,750,1135,10589.55,1125,15738.75,11038.11,124.6,144929.24,5149.2,32.717,0.991,1.486
4425,"MARTIGNETTI COMPANIES",25817,"Guigal Chtnf du Pape",32.67,49.99,750,324,10585.08,319,16391.81,11372.79,35.29,144929.24,5806.73,35.425,0.985,1.549
7153,"PINE STATE TRADING CO",22318,"Lecciaia Brunello M Reserve",27.92,42.99,750,379,10581.68,281,12277.19,7934.18,31.14,15884.82,1695.51,13.81,0.741,1.16
9165,"ULTRA BEVERAGE COMPANY LLP",46070,"Carpineto Dogajolo Rose",8.96,12.99,750,1180,10572.8,1263,16636.37,8547.48,140.51,68054.7,6063.57,36.448,1.07,1.574
8352,"LUXCO INC",541,"Juarez Gold Tequila",7.8,9.99,1000,1355,10569,1337,11004.13,1453.22,1403.85,10261.6,435.13,3.954,0.987,1.041
9206,"PHILLIPS PRODUCTS CO.",2050,"Tomatin 18 Yr Single Malt",49.61,64.99,750,213,10566.93,258,19502.42,13843.17,203.49,2211.83,8935.49,45.817,1.211,1.846
9552,"M S WALKER INC",6042,"Maurice's Mentholated Mint",7.51,13.99,750,1407,10566.57,1319,13182.81,6679.32,1039.45,55551.82,2616.24,19.846,0.937,1.248
7153,"PINE STATE TRADING CO",3900,"Bracero Reposado Tequila",29.76,38.99,750,355,10564.8,560,14894.4,7484.39,441.15,15884.82,4329.6,29.069,1.577,1.41
6785,"PALM BAY INTERNATIONAL INC",2684,"Wemyss The Hive",38.12,59.99,750,277,10559.24,420,19120.8,12706.27,331.15,13605.41,8561.56,44.776,1.516,1.811
4425,"MARTIGNETTI COMPANIES",19799,"Belle Glos Dairyman Vyd PN",32.89,49.99,750,321,10557.69,323,17526.77,10863.01,35.8,144929.24,6969.08,39.762,1.006,1.66
9165,"ULTRA BEVERAGE COMPANY LLP",23379,"Luiano Sangiovese",7.99,11.99,750,1321,10554.79,1261,15119.39,10683.09,139.56,68054.7,4564.6,30.19,0.955,1.432
2000,"SOUTHERN WINE & SPIRITS NE",11240,"Willamette Rsl Valley Oregon",9.58,13.99,750,1101,10547.58,792,11080.08,6477.37,87.92,19016.59,532.5,4.806,0.719,1.05
9165,"ULTRA BEVERAGE COMPANY LLP",44138,"Crios Malbec",8.44,12.99,750,1249,10541.56,1299,16546.01,10867.49,143.89,68054.7,6004.45,36.289,1.04,1.57
8150,"SEA HAGG DISTILLERY LLC",4131,"Sea Hagg Blueberry Rum",21.87,27.99,750,482,10541.34,457,12791.43,11363.94,360.62,935.52,2250.09,17.591,0.948,1.213
4425,"MARTIGNETTI COMPANIES",19340,"Cannonball Svgn Bl",8.38,12.99,750,1257,10533.66,1021,15158.79,9854.39,113.23,144929.24,4625.13,30.511,0.812,1.439
12546,"JIM BEAM BRANDS COMPANY",4629,"Courvoisier C",26.98,33.99,750,390,10522.2,406,13886.94,11368.68,320.28,123880.97,3364.74,24.23,1.041,1.32
1392,"CONSTELLATION BRANDS INC",7413,"Manischewitz Blackberry Kshr",5.19,8.99,1500,2027,10520.13,2044,17527.56,11063.11,455.55,79528.99,7007.43,39.979,1.008,1.666
7153,"PINE STATE TRADING CO",25838,"Dry Creek Cab Svgn Sonoma",12.49,18.99,750,842,10516.58,772,15493.28,9628.2,85.62,15884.82,4976.7,32.122,0.917,1.473
2242,"DELICATO VINEYARDS INC",46310,"Twisted Pnt Grigio Cal",4.72,6.99,750,2228,10516.16,2279,16992.21,10202.34,253.04,7982.65,6476.05,38.112,1.023,1.616
4425,"MARTIGNETTI COMPANIES",21098,"Rutherford Ranch Chard",9.33,14.99,750,1125,10496.25,1103,15928.97,10163.96,122.18,144929.24,5432.72,34.106,0.98,1.518
8892,"TRINCHERO FAMILY ESTATES",46189,"Napa Cellars Chard",11.33,17.99,750,925,10480.25,951,16157.49,10907.58,105.37,11595.97,5677.24,35.137,1.028,1.542
10754,"PERFECTA WINES",24579,"Mt Beautiful Svgn Bl",10.27,16.99,750,1020,10475.4,862,12957.38,7989.69,95.61,28720.52,2481.98,19.155,0.845,1.237
1128,"BROWN-FORMAN CORP",6481,"Korbel Natural",10.13,15.99,750,1034,10474.42,923,14568.77,7541.25,102.73,68601.68,4094.35,28.104,0.893,1.391
3252,"E & J GALLO WINERY",13576,"Columbia Winery Chard",3.89,7.99,750,2692,10471.88,2263,15145.87,3557.16,253.93,61966.91,4673.99,30.86,0.841,1.446
1590,"DIAGEO CHATEAU ESTATE WINES",42642,"The Monterey Vyds Pnt Nr",8.21,11.99,750,1275,10467.75,1397,17537.03,11074.19,154.87,7259.75,7069.28,40.311,1.096,1.675
9165,"ULTRA BEVERAGE COMPANY LLP",4274,"Dictador 12 Yr Rum",22.21,39.99,750,470,10438.7,516,17864.84,14489.82,406.94,68054.7,7426.14,41.568,1.098,1.711
4425,"MARTIGNETTI COMPANIES",36570,"Flora Springs Trilogy Cal",42.76,64.99,750,244,10433.44,222,14982.78,10893.39,24.56,144929.24,4549.34,30.364,0.91,1.436
4425,"MARTIGNETTI COMPANIES",38416,"Acquese Moscato D'Asti Dolc",8.21,11.99,750,1269,10418.49,1234,14795.66,8225.14,137.25,144929.24,4377.17,29.584,0.972,1.42
4425,"MARTIGNETTI COMPANIES",10750,"Gattinara Travaglini",17.99,27.99,750,579,10416.21,550,15262.5,8661.88,61.08,144929.24,4846.29,31.753,0.95,1.465
8004,"SAZERAC CO INC",5075,"Tuaca Italian Liqueur",15.03,21.99,750,692,10400.76,1162,24326.38,17377.69,915.88,50293.62,13925.62,57.245,1.679,2.339
1392,"CONSTELLATION BRANDS INC",8446,"Richards Wild Irish Rose Red",4.64,5.99,1500,2241,10398.24,2204,13201.96,6816.62,3467.62,79528.99,2803.72,21.237,0.983,1.27
28776,"TALL SHIP DISTILLERY LLC",4012,"Tall Ship White Island Rum",21.09,26.99,750,493,10397.37,457,12334.43,10957.94,360.64,259.9,1937.06,15.704,0.927,1.186
8112,"MOET HENNESSY USA INC",19271,"Veuve Clicquot Rose",53.59,81.99,750,194,10396.46,141,11120.59,8140.97,15.61,48347.26,724.13,6.512,0.727,1.07
4425,"MARTIGNETTI COMPANIES",25005,"Volpaia Chianti Clsco",11.68,17.99,750,890,10395.2,796,14320.04,8401.33,88.34,144929.24,3924.84,27.408,0.894,1.378
4425,"MARTIGNETTI COMPANIES",23647,"Ponzi Pinot Noir Rose",13.6,19.99,750,764,10390.4,685,13693.15,7156.42,76.19,144929.24,3302.75,24.12,0.897,1.318
9819,"TREASURY WINE ESTATES",15900,"Ch St Jean Svgn Bl Sonoma",6.45,9.99,750,1609,10378.05,1641,18418.59,11806.5,181.91,14836.57,8040.54,43.654,1.02,1.775
9625,"WESTERN SPIRITS BEVERAGE CO",4125,"Bird Dog Kentucky Whiskey",0.74,0.99,50,14016,10371.84,10944,10834.56,3585.78,568.78,1933.19,462.72,4.271,0.781,1.045
9819,"TREASURY WINE ESTATES",35962,"Stags Leap Wine Petite Syrah",27.58,39.99,750,376,10370.08,338,13946.62,8133.03,37.53,14836.57,3576.54,25.644,0.899,1.345
4425,"MARTIGNETTI COMPANIES",39983,"Little Penguin Shiraz Ausl",7.89,14.99,1500,1314,10367.46,1310,16417.9,11342.96,291.92,144929.24,6050.44,36.853,0.997,1.584
1392,"CONSTELLATION BRANDS INC",22508,"Blindfold White",20.68,29.99,750,501,10360.68,423,12685.77,6567.81,47.09,79528.99,2325.09,18.328,0.844,1.224
4425,"MARTIGNETTI COMPANIES",20921,"Penfolds Bin 9 Cab Svgn",11.68,23.99,750,887,10360.16,858,17287.42,11606.27,94.99,144929.24,6927.26,40.071,0.967,1.669
1392,"CONSTELLATION BRANDS INC",32969,"Alice White Shiraz Ausl",6.89,9.99,1500,1503,10355.67,1586,17023.14,12074.81,352.92,79528.99,6667.47,39.167,1.055,1.644
8673,"STE MICHELLE WINE ESTATES",23474,"Anew Rose",6.89,12.99,750,1502,10348.78,1373,14112.27,9304.95,152.08,15919.7,3763.49,26.668,0.914,1.364
